ticket_id,customer_id,created_date,category,priority,resolution_days,csat_score
TKT_006984,CUST_02177,2022-08-15,Payment,High,3,3
TKT_006985,CUST_04767,2022-01-17,Payment,Low,10,4
TKT_006986,CUST_00212,2022-10-13,Account,Medium,1,4
TKT_006987,CUST_01109,2022-02-28,Delivery,Medium,1,5
TKT_006988,CUST_00468,2022-04-15,App Issue,High,5,3
TKT_006989,CUST_03202,2022-06-26,Product Quality,Low,10,4
TKT_006990,CUST_00169,2024-01-18,Return,High,2,
TKT_006991,CUST_01680,2024-03-24,Other,Low,5,4
TKT_006992,CUST_04118,2022-08-17,Return,Low,,3
TKT_006993,CUST_00617,2023-10-04,Product Quality,Low,5,3
TKT_006994,CUST_01653,2022-04-03,Delivery,Medium,5,3
TKT_006995,CUST_01074,2023-06-02,Payment,Medium,2,4
TKT_006996,CUST_04460,2022-07-20,Delivery,High,7,4
TKT_006997,CUST_02449,2022-08-19,Account,Medium,5,5
TKT_006998,CUST_04344,2023-11-28,Return,High,5,3
TKT_006999,CUST_03315,2023-03-17,Payment,Medium,3,3
TKT_007000,CUST_03842,2022-07-15,Delivery,Medium,1,4
TKT_007001,CUST_03213,2023-08-28,Account,Medium,2,3
TKT_007002,CUST_00150,2022-09-25,Return,High,3,4
TKT_007003,CUST_03825,2024-02-03,Delivery,Low,3,4
TKT_007004,CUST_04247,2022-01-05,Other,Low,3,5
TKT_007005,CUST_01525,2022-01-17,App Issue,Low,10,5
TKT_007006,CUST_04725,2023-07-30,Delivery,Low,2,
TKT_007007,CUST_01239,2022-04-07,Return,Low,10,3
TKT_007008,CUST_02600,2023-04-01,Delivery,Low,2,3
TKT_007009,CUST_04992,2023-12-07,Return,Low,3,4
TKT_007010,CUST_03914,2023-09-13,Delivery,High,1,4
TKT_007011,CUST_04115,2023-03-29,Delivery,Medium,10,2
TKT_007012,CUST_04945,2022-11-25,Delivery,High,2,5
TKT_007013,CUST_00811,2023-08-22,Return,Medium,1,4
TKT_007014,CUST_02114,2023-03-18,Other,Low,5,2
TKT_007015,CUST_03216,2022-02-17,Account,Low,1,5
TKT_007016,CUST_04715,2023-11-04,Other,Medium,1,2
TKT_007017,CUST_01925,2022-07-25,App Issue,Medium,10,5
TKT_007018,CUST_00823,2023-12-18,Payment,Low,1,5
TKT_007019,CUST_01536,2023-07-04,Other,Medium,2,4
TKT_007020,CUST_03498,2023-06-21,Return,Medium,2,3
TKT_007021,CUST_02953,2023-03-04,Other,Low,2,4
TKT_007022,CUST_00457,2023-02-14,Payment,Low,1,1
TKT_007023,CUST_01655,2022-03-08,Return,Medium,1,4
TKT_007024,CUST_00008,2023-07-18,Payment,High,2,5
TKT_007025,CUST_01601,2023-08-06,Return,Low,10,3
TKT_007026,CUST_00509,2022-10-02,App Issue,High,,5
TKT_007027,CUST_00668,2022-01-05,Delivery,Medium,1,1
TKT_007028,CUST_00615,2022-07-31,Payment,Medium,2,4
TKT_007029,CUST_00865,2022-04-24,Account,Low,3,5
TKT_007030,CUST_03316,2022-08-08,Delivery,Medium,1,4
TKT_007031,CUST_00211,2023-08-07,Product Quality,Medium,1,5
TKT_007032,CUST_02901,2022-09-05,Other,Medium,2,5
TKT_007033,CUST_03028,2023-03-28,Account,Medium,5,3
TKT_007034,CUST_03381,2024-02-22,Payment,High,5,1
TKT_007035,CUST_01995,2022-07-15,Product Quality,Medium,2,4
TKT_007036,CUST_01143,2022-08-30,Return,Low,2,5
TKT_007037,CUST_02873,2022-09-19,Other,Medium,3,4
TKT_007038,CUST_02125,2022-08-08,Delivery,Medium,2,3
TKT_007039,CUST_02958,2023-11-15,Other,High,3,4
TKT_007040,CUST_04237,2024-02-04,Product Quality,Low,2,5
TKT_007041,CUST_03945,2022-03-13,Account,Medium,2,4
TKT_007042,CUST_01459,2023-07-29,Other,Medium,7,5
TKT_007043,CUST_01083,2024-04-08,App Issue,High,10,5
TKT_007044,CUST_00684,2022-06-14,Product Quality,High,2,4
TKT_007045,CUST_03972,2023-06-30,Product Quality,Low,,3
TKT_007046,CUST_01365,2024-01-11,Account,Low,5,3
TKT_007047,CUST_00461,2024-04-23,Return,Low,3,5
TKT_007048,CUST_03235,2023-10-05,Return,Medium,1,4
TKT_007049,CUST_03580,2022-05-13,App Issue,Medium,2,
TKT_007050,CUST_04192,2024-01-16,Delivery,Medium,7,5
TKT_007051,CUST_00567,2023-04-25,Return,Low,2,3
TKT_007052,CUST_02661,2022-09-24,Return,Low,7,4
TKT_007053,CUST_02563,2022-07-15,Other,Medium,2,3
TKT_007054,CUST_01682,2022-04-01,Delivery,Medium,5,2
TKT_007055,CUST_01685,2024-05-17,Return,Medium,1,5
TKT_007056,CUST_01674,2023-04-28,Other,Medium,3,4
TKT_007057,CUST_03093,2023-08-10,Other,High,7,4
TKT_007058,CUST_02694,2024-04-28,App Issue,High,2,3
TKT_007059,CUST_00143,2023-11-17,Account,High,3,5
TKT_007060,CUST_03274,2022-11-03,App Issue,Medium,2,4
TKT_007061,CUST_01919,2024-02-21,Return,High,7,4
TKT_007062,CUST_00944,2024-03-09,App Issue,Low,5,3
TKT_007063,CUST_02942,2024-04-27,Return,Low,,2
TKT_007064,CUST_03482,2023-04-26,Account,Medium,2,4
TKT_007065,CUST_02135,2023-01-29,Payment,Low,1,2
TKT_007066,CUST_03317,2023-07-08,Product Quality,Medium,,4
TKT_007067,CUST_03013,2023-12-03,Other,High,3,
TKT_007068,CUST_04508,2023-03-19,Other,Medium,7,
TKT_007069,CUST_04129,2023-11-10,Return,Medium,7,
TKT_007070,CUST_04621,2023-05-04,Account,Low,1,3
TKT_007071,CUST_02668,2023-10-29,Delivery,Low,7,2
TKT_007072,CUST_01136,2024-02-17,Payment,Medium,1,3
TKT_007073,CUST_02274,2023-11-07,Product Quality,Low,2,3
TKT_007074,CUST_03868,2022-01-07,Payment,Low,2,5
TKT_007075,CUST_03956,2022-01-04,Payment,Low,2,4
TKT_007076,CUST_04079,2023-09-04,Return,Medium,1,5
TKT_007077,CUST_02025,2023-12-24,Other,Low,5,2
TKT_007078,CUST_04349,2022-03-02,App Issue,Medium,7,3
TKT_007079,CUST_03346,2022-06-22,Other,High,3,4
TKT_007080,CUST_03106,2023-03-13,Account,Low,3,3
TKT_007081,CUST_01323,2022-01-15,App Issue,Medium,1,5
TKT_007082,CUST_01065,2022-11-20,Other,Low,10,4
TKT_007083,CUST_00142,2022-08-14,Delivery,Low,2,4
TKT_007084,CUST_03461,2022-03-26,Return,Medium,3,5
TKT_007085,CUST_03365,2022-01-05,Account,Medium,1,2
TKT_007086,CUST_02483,2023-12-13,App Issue,Medium,2,5
TKT_007087,CUST_01625,2023-12-13,Payment,Medium,1,3
TKT_007088,CUST_01551,2024-03-03,Payment,Low,10,4
TKT_007089,CUST_01289,2022-03-19,App Issue,Low,3,4
TKT_007090,CUST_02344,2023-01-03,Return,Medium,3,5
TKT_007091,CUST_02608,2022-04-01,Product Quality,High,7,5
TKT_007092,CUST_00368,2022-03-08,App Issue,Medium,1,5
TKT_007093,CUST_02436,2022-03-26,Account,Low,2,4
TKT_007094,CUST_01286,2022-05-19,App Issue,High,5,4
TKT_007095,CUST_02451,2022-05-09,Account,Medium,7,5
TKT_007096,CUST_00574,2023-10-22,Product Quality,Medium,10,5
TKT_007097,CUST_02957,2023-06-14,Payment,Medium,1,5
TKT_007098,CUST_04608,2023-02-13,Payment,Low,3,3
TKT_007099,CUST_00990,2024-02-23,Return,Low,5,3
TKT_007100,CUST_03407,2023-05-08,Delivery,Low,7,5
TKT_007101,CUST_03855,2023-12-22,Account,Low,2,4
TKT_007102,CUST_04650,2023-04-25,Payment,Low,7,5
TKT_007103,CUST_03320,2022-11-30,Product Quality,High,5,4
TKT_007104,CUST_03424,2022-10-20,Payment,Medium,3,4
TKT_007105,CUST_04491,2023-12-28,Other,Low,7,4
TKT_007106,CUST_04915,2023-07-31,Product Quality,Medium,3,
TKT_007107,CUST_00941,2022-06-13,Delivery,Low,1,4
TKT_007108,CUST_02793,2022-05-24,Product Quality,Medium,1,5
TKT_007109,CUST_01538,2022-06-19,Delivery,Medium,2,4
TKT_007110,CUST_04105,2023-12-01,Account,Low,2,4
TKT_007111,CUST_02618,2022-11-18,Delivery,Medium,1,5
TKT_007112,CUST_02555,2023-08-14,Account,High,2,5
TKT_007113,CUST_01018,2022-10-29,Return,Medium,,4
TKT_007114,CUST_04601,2024-01-24,Product Quality,Medium,2,4
TKT_007115,CUST_01551,2023-09-11,Delivery,Medium,2,2
TKT_007116,CUST_02805,2022-09-01,Payment,Low,1,4
TKT_007117,CUST_04085,2022-05-25,App Issue,High,3,1
TKT_007118,CUST_04844,2024-05-01,Payment,Medium,2,5
TKT_007119,CUST_01613,2023-08-04,Payment,Low,1,4
TKT_007120,CUST_03879,2022-09-03,Account,Medium,1,4
TKT_007121,CUST_04136,2022-01-11,App Issue,High,3,1
TKT_007122,CUST_03181,2024-03-02,Product Quality,Low,2,
TKT_007123,CUST_03056,2023-11-27,Payment,Medium,,5
TKT_007124,CUST_03398,2022-10-11,App Issue,Medium,,4
TKT_007125,CUST_00644,2022-02-10,Payment,Low,2,5
TKT_007126,CUST_01500,2023-09-25,Other,High,5,4
TKT_007127,CUST_01033,2024-02-29,Delivery,High,1,5
TKT_007128,CUST_02755,2022-05-12,Product Quality,Medium,1,1
TKT_007129,CUST_04405,2024-05-20,Other,Medium,3,4
TKT_007130,CUST_02043,2023-09-28,Account,Medium,2,4
TKT_007131,CUST_03955,2023-09-12,Payment,Medium,7,5
TKT_007132,CUST_01564,2022-01-21,Payment,Medium,7,2
TKT_007133,CUST_02038,2024-03-13,Account,Low,1,5
TKT_007134,CUST_00601,2023-08-08,Product Quality,Medium,7,5
TKT_007135,CUST_04420,2022-05-08,Account,Medium,,5
TKT_007136,CUST_01691,2022-01-01,Payment,Medium,7,3
TKT_007137,CUST_02117,2023-07-20,Account,Medium,2,5
TKT_007138,CUST_00681,2022-09-11,Return,Medium,2,5
TKT_007139,CUST_00590,2023-07-21,Product Quality,Medium,3,5
TKT_007140,CUST_00305,2024-03-14,Product Quality,High,2,4
TKT_007141,CUST_04155,2022-03-30,Payment,High,1,5
TKT_007142,CUST_00534,2024-06-01,Payment,High,1,4
TKT_007143,CUST_02864,2022-06-11,Account,Medium,3,4
TKT_007144,CUST_02169,2023-02-13,Return,Medium,2,3
TKT_007145,CUST_04658,2024-01-15,App Issue,High,3,5
TKT_007146,CUST_04124,2023-08-17,App Issue,High,1,4
TKT_007147,CUST_03675,2023-03-17,Product Quality,Low,2,2
TKT_007148,CUST_01732,2023-10-15,Return,Low,1,3
TKT_007149,CUST_01204,2024-01-14,Delivery,High,3,5
TKT_007150,CUST_04879,2024-04-09,App Issue,Medium,3,3
TKT_007151,CUST_04120,2024-02-10,Product Quality,High,2,3
TKT_007152,CUST_02566,2023-12-09,Delivery,Medium,3,4
TKT_007153,CUST_01909,2023-12-23,App Issue,High,3,4
TKT_007154,CUST_02085,2022-03-05,Return,Medium,5,5
TKT_007155,CUST_02020,2024-04-27,Delivery,Low,2,2
TKT_007156,CUST_00553,2022-01-17,Account,Low,,4
TKT_007157,CUST_01160,2023-04-12,Other,Low,1,4
TKT_007158,CUST_01918,2022-01-16,Payment,Medium,7,5
TKT_007159,CUST_03980,2023-02-03,Product Quality,Medium,1,5
TKT_007160,CUST_03444,2022-04-14,Other,High,2,4
TKT_007161,CUST_02654,2023-11-17,Payment,Medium,2,4
TKT_007162,CUST_01948,2024-02-05,Other,High,5,5
TKT_007163,CUST_00304,2022-10-08,Return,Low,2,5
TKT_007164,CUST_03436,2022-02-05,App Issue,Low,2,4
TKT_007165,CUST_03903,2023-09-29,Payment,Medium,1,4
TKT_007166,CUST_03659,2022-08-22,App Issue,Low,5,5
TKT_007167,CUST_02145,2023-09-06,Other,Medium,3,4
TKT_007168,CUST_01906,2023-07-25,Delivery,Low,5,3
TKT_007169,CUST_04438,2022-07-12,Delivery,Medium,2,2
TKT_007170,CUST_02854,2024-06-14,Account,Medium,3,4
TKT_007171,CUST_01489,2023-08-10,Account,Medium,3,3
TKT_007172,CUST_04080,2023-01-26,App Issue,Low,2,4
TKT_007173,CUST_00057,2023-04-15,Payment,Medium,10,
TKT_007174,CUST_03452,2022-01-19,App Issue,Medium,7,3
TKT_007175,CUST_01428,2022-09-05,Product Quality,High,2,3
TKT_007176,CUST_04812,2022-08-25,Payment,Medium,1,3
TKT_007177,CUST_01430,2023-03-25,Other,Medium,3,5
TKT_007178,CUST_04485,2023-05-18,Other,Medium,7,4
TKT_007179,CUST_03422,2022-09-14,App Issue,Medium,2,5
TKT_007180,CUST_00144,2023-06-11,Payment,High,5,3
TKT_007181,CUST_03882,2023-03-12,Payment,High,2,4
TKT_007182,CUST_04630,2022-11-15,Payment,Medium,10,4
TKT_007183,CUST_01182,2023-12-27,Product Quality,Low,2,5
TKT_007184,CUST_02882,2022-04-15,Payment,Medium,2,4
TKT_007185,CUST_00339,2023-11-23,App Issue,Low,1,5
TKT_007186,CUST_04793,2024-04-04,App Issue,Low,5,4
TKT_007187,CUST_04753,2023-02-26,App Issue,Medium,5,3
TKT_007188,CUST_04340,2022-10-23,Product Quality,Medium,5,4
TKT_007189,CUST_01447,2022-02-16,Delivery,Medium,1,4
TKT_007190,CUST_01130,2022-06-03,Account,Low,2,5
TKT_007191,CUST_03342,2022-05-05,Return,Medium,2,2
TKT_007192,CUST_03145,2023-04-11,Product Quality,Medium,2,5
TKT_007193,CUST_02840,2022-09-21,Return,Low,3,2
TKT_007194,CUST_03529,2024-04-29,Other,Medium,3,1
TKT_007195,CUST_04990,2023-10-15,Return,Medium,1,1
TKT_007196,CUST_04987,2024-04-19,Product Quality,Medium,,4
TKT_007197,CUST_04115,2022-02-12,App Issue,High,3,5
TKT_007198,CUST_00652,2022-02-13,Payment,Medium,3,4
TKT_007199,CUST_01686,2024-05-11,Account,Medium,10,4
TKT_007200,CUST_03705,2022-09-30,Return,Medium,7,
TKT_007201,CUST_03081,2022-08-13,Payment,Medium,1,4
TKT_007202,CUST_00337,2023-12-22,Return,Medium,1,5
TKT_007203,CUST_02442,2023-10-04,Product Quality,Medium,2,2
TKT_007204,CUST_04952,2022-08-29,Delivery,Low,1,5
TKT_007205,CUST_00419,2024-03-09,Payment,Medium,,4
TKT_007206,CUST_01161,2024-02-15,Account,Low,5,4
TKT_007207,CUST_01880,2023-03-23,App Issue,Medium,3,3
TKT_007208,CUST_02035,2024-04-10,Other,Medium,1,4
TKT_007209,CUST_03202,2024-05-10,Account,Low,2,4
TKT_007210,CUST_00729,2023-08-17,Other,Low,3,
TKT_007211,CUST_03689,2022-01-25,App Issue,Low,2,4
TKT_007212,CUST_03048,2022-08-24,Payment,Medium,3,2
TKT_007213,CUST_02747,2023-05-31,Payment,Medium,10,3
TKT_007214,CUST_04002,2022-11-15,Account,High,3,4
TKT_007215,CUST_03400,2024-02-15,App Issue,Low,1,2
TKT_007216,CUST_04641,2022-02-20,Delivery,Medium,7,4
TKT_007217,CUST_04817,2022-05-24,App Issue,Medium,1,3
TKT_007218,CUST_01752,2022-05-16,Delivery,Medium,7,3
TKT_007219,CUST_03175,2023-08-05,Other,Low,3,5
TKT_007220,CUST_04281,2023-07-06,Product Quality,High,2,5
TKT_007221,CUST_01740,2023-08-01,Product Quality,Medium,3,4
TKT_007222,CUST_00630,2023-06-18,Product Quality,Medium,7,4
TKT_007223,CUST_02596,2024-01-04,Account,Medium,5,5
TKT_007224,CUST_04877,2023-07-04,Other,Medium,,
TKT_007225,CUST_02259,2022-02-09,Return,High,2,2
TKT_007226,CUST_04497,2022-03-18,Account,Medium,1,4
TKT_007227,CUST_01990,2022-10-21,Account,Medium,7,5
TKT_007228,CUST_00948,2024-01-13,Return,Low,2,
TKT_007229,CUST_01772,2024-03-26,Delivery,Low,5,4
TKT_007230,CUST_01813,2022-11-22,Product Quality,Medium,7,5
TKT_007231,CUST_03626,2022-08-06,Account,Medium,2,2
TKT_007232,CUST_01140,2022-08-01,Payment,Medium,3,5
TKT_007233,CUST_02971,2023-10-15,Payment,Medium,10,1
TKT_007234,CUST_01384,2022-10-09,Other,Medium,5,4
TKT_007235,CUST_02351,2022-04-23,Account,Low,5,4
TKT_007236,CUST_04196,2023-05-09,Other,Medium,10,4
TKT_007237,CUST_01881,2022-10-08,App Issue,Low,3,4
TKT_007238,CUST_00720,2022-02-12,Payment,Medium,1,4
TKT_007239,CUST_02729,2023-10-26,App Issue,Medium,2,5
TKT_007240,CUST_03386,2024-05-04,App Issue,Low,3,4
TKT_007241,CUST_02105,2022-08-08,Delivery,Medium,3,2
TKT_007242,CUST_00987,2023-06-09,Payment,Low,10,2
TKT_007243,CUST_02162,2023-04-14,Other,Medium,7,4
TKT_007244,CUST_01982,2022-01-01,Return,Medium,1,3
TKT_007245,CUST_02139,2023-08-30,Payment,Medium,3,3
TKT_007246,CUST_00276,2023-07-28,Product Quality,Medium,1,4
TKT_007247,CUST_04139,2024-05-21,Payment,Medium,1,3
TKT_007248,CUST_04071,2022-12-22,Return,Low,2,4
TKT_007249,CUST_04314,2023-11-06,Return,Medium,2,4
TKT_007250,CUST_01551,2022-12-31,Other,High,7,3
TKT_007251,CUST_01739,2022-11-27,Payment,Medium,2,3
TKT_007252,CUST_04738,2022-04-04,App Issue,Medium,2,3
TKT_007253,CUST_01446,2023-10-18,Delivery,High,7,3
TKT_007254,CUST_01730,2022-11-20,Payment,Medium,1,4
TKT_007255,CUST_03509,2023-11-01,Payment,Medium,,5
TKT_007256,CUST_00732,2023-12-22,Product Quality,Medium,2,2
TKT_007257,CUST_03422,2022-08-19,Return,Medium,7,4
TKT_007258,CUST_01702,2022-02-21,Other,Low,2,4
TKT_007259,CUST_03919,2022-10-13,Delivery,Medium,7,5
TKT_007260,CUST_01821,2022-03-04,Payment,High,2,4
TKT_007261,CUST_00252,2024-02-23,App Issue,Low,,3
TKT_007262,CUST_03399,2023-06-05,Payment,Medium,3,4
TKT_007263,CUST_01892,2022-06-21,Product Quality,Low,2,4
TKT_007264,CUST_00948,2022-04-14,Payment,Medium,3,2
TKT_007265,CUST_04315,2023-07-11,Product Quality,Low,3,5
TKT_007266,CUST_03123,2023-04-23,Delivery,Medium,2,4
TKT_007267,CUST_01732,2023-11-15,Payment,Medium,5,4
TKT_007268,CUST_03583,2023-06-15,Return,Medium,3,4
TKT_007269,CUST_03153,2022-05-29,Return,Medium,7,3
TKT_007270,CUST_01124,2023-01-05,Account,Medium,1,5
TKT_007271,CUST_03101,2024-06-04,Other,Low,2,4
TKT_007272,CUST_02442,2022-09-24,Product Quality,Medium,5,4
TKT_007273,CUST_03448,2022-02-17,Other,High,1,5
TKT_007274,CUST_04605,2022-10-30,App Issue,Medium,1,4
TKT_007275,CUST_04037,2022-07-10,Delivery,Low,2,3
TKT_007276,CUST_03452,2023-07-23,App Issue,Medium,2,3
TKT_007277,CUST_04249,2022-08-14,Other,Low,,4
TKT_007278,CUST_03616,2023-02-16,Payment,Low,5,
TKT_007279,CUST_03002,2023-04-27,Account,High,1,5
TKT_007280,CUST_01668,2023-05-01,App Issue,Low,1,4
TKT_007281,CUST_02160,2024-03-17,Account,Medium,2,4
TKT_007282,CUST_02936,2022-07-19,App Issue,Low,3,4
TKT_007283,CUST_01225,2022-05-03,Return,Low,2,3
TKT_007284,CUST_04519,2023-09-19,Product Quality,Low,5,3
TKT_007285,CUST_00017,2023-11-20,Delivery,Medium,7,3
TKT_007286,CUST_02993,2024-04-18,Product Quality,High,1,3
TKT_007287,CUST_04840,2022-08-24,Product Quality,Low,5,1
TKT_007288,CUST_03418,2022-10-19,App Issue,Medium,2,5
TKT_007289,CUST_01259,2022-08-17,Return,Medium,1,4
TKT_007290,CUST_01009,2023-08-29,Account,Low,5,
TKT_007291,CUST_04417,2022-10-14,Delivery,Medium,2,2
TKT_007292,CUST_02735,2022-10-22,Return,High,3,5
TKT_007293,CUST_03280,2023-09-06,Account,Low,2,4
TKT_007294,CUST_01676,2023-10-14,Return,Medium,2,5
TKT_007295,CUST_04923,2022-11-24,App Issue,Low,1,4
TKT_007296,CUST_04317,2022-02-11,App Issue,Medium,1,4
TKT_007297,CUST_04289,2022-10-20,App Issue,Low,1,3
TKT_007298,CUST_04277,2022-12-04,Payment,Low,5,3
TKT_007299,CUST_00102,2022-04-03,Return,Low,7,5
TKT_007300,CUST_02032,2023-11-29,Account,Medium,5,3
TKT_007301,CUST_04514,2024-03-22,Other,High,,4
TKT_007302,CUST_01779,2022-08-08,Product Quality,Medium,1,4
TKT_007303,CUST_03372,2022-03-31,App Issue,Medium,1,5
TKT_007304,CUST_02921,2022-01-08,Delivery,Low,1,4
TKT_007305,CUST_03934,2024-04-03,Delivery,Medium,1,3
TKT_007306,CUST_03697,2024-04-14,Product Quality,Low,3,
TKT_007307,CUST_02856,2022-03-14,Product Quality,Low,10,4
TKT_007308,CUST_01459,2024-02-18,Payment,Medium,1,4
TKT_007309,CUST_02473,2022-12-19,Product Quality,Medium,2,5
TKT_007310,CUST_04623,2022-11-09,App Issue,Medium,,5
TKT_007311,CUST_00163,2024-03-05,Account,High,1,4
TKT_007312,CUST_03902,2023-11-20,Payment,Medium,10,4
TKT_007313,CUST_00147,2022-09-06,Payment,Medium,2,4
TKT_007314,CUST_01217,2023-05-19,Payment,Medium,5,1
TKT_007315,CUST_04381,2022-10-21,Account,High,2,2
TKT_007316,CUST_03514,2022-09-13,Product Quality,Medium,2,4
TKT_007317,CUST_04837,2023-05-29,Return,Low,3,5
TKT_007318,CUST_02331,2022-01-17,Other,Medium,7,5
TKT_007319,CUST_01013,2023-05-27,Delivery,Medium,2,4
TKT_007320,CUST_00637,2023-07-11,Payment,Low,2,3
TKT_007321,CUST_00469,2023-05-13,Other,Medium,10,5
TKT_007322,CUST_04033,2024-03-26,Payment,Medium,3,4
TKT_007323,CUST_02560,2022-10-17,Delivery,Medium,7,1
TKT_007324,CUST_04850,2022-09-18,Account,Low,7,1
TKT_007325,CUST_01990,2022-02-21,Product Quality,Medium,3,2
TKT_007326,CUST_03630,2023-02-02,App Issue,High,3,3
TKT_007327,CUST_02893,2022-03-12,Other,High,1,5
TKT_007328,CUST_01807,2022-05-26,Account,Low,7,2
TKT_007329,CUST_01914,2022-12-16,Return,Medium,3,5
TKT_007330,CUST_04460,2023-01-27,Other,Medium,5,2
TKT_007331,CUST_01582,2023-08-14,Account,High,2,5
TKT_007332,CUST_04557,2023-07-28,Delivery,Medium,5,3
TKT_007333,CUST_01334,2022-07-19,App Issue,Medium,1,4
TKT_007334,CUST_02818,2023-12-01,Account,Medium,1,4
TKT_007335,CUST_01662,2023-02-08,Delivery,Medium,10,4
TKT_007336,CUST_00573,2022-08-13,Payment,Low,1,3
TKT_007337,CUST_04816,2022-07-26,App Issue,Medium,3,4
TKT_007338,CUST_01087,2022-02-05,Return,Medium,2,2
TKT_007339,CUST_01529,2023-05-19,Account,Low,,3
TKT_007340,CUST_03920,2024-01-12,Delivery,High,2,4
TKT_007341,CUST_04339,2022-06-20,Account,Medium,3,5
TKT_007342,CUST_03432,2023-04-22,Product Quality,High,3,4
TKT_007343,CUST_00618,2022-03-15,Delivery,Medium,2,3
TKT_007344,CUST_03434,2022-01-04,Account,Low,10,5
TKT_007345,CUST_00591,2023-04-04,Payment,Medium,1,1
TKT_007346,CUST_03281,2024-02-18,Other,High,1,3
TKT_007347,CUST_00085,2022-12-09,Account,Low,2,4
TKT_007348,CUST_01151,2023-07-21,Return,Medium,7,3
TKT_007349,CUST_01308,2023-12-08,Product Quality,Medium,7,4
TKT_007350,CUST_03900,2022-09-29,App Issue,High,2,5
TKT_007351,CUST_04976,2023-10-10,Account,Medium,,5
TKT_007352,CUST_04540,2022-08-18,Delivery,Low,1,4
TKT_007353,CUST_03127,2023-03-17,Delivery,Medium,3,3
TKT_007354,CUST_02452,2022-08-23,Delivery,Medium,2,5
TKT_007355,CUST_02258,2023-06-29,Product Quality,Medium,1,5
TKT_007356,CUST_02412,2023-03-23,Return,Medium,2,5
TKT_007357,CUST_04635,2023-12-14,Other,Medium,3,2
TKT_007358,CUST_04627,2024-04-08,App Issue,High,3,3
TKT_007359,CUST_03949,2024-02-10,Product Quality,Medium,5,5
TKT_007360,CUST_04494,2022-08-08,Return,High,5,4
TKT_007361,CUST_00105,2024-05-22,Account,Medium,1,4
TKT_007362,CUST_03563,2022-06-15,Payment,Medium,7,3
TKT_007363,CUST_00947,2022-01-16,Delivery,Low,,5
TKT_007364,CUST_01340,2023-06-14,Delivery,Low,2,4
TKT_007365,CUST_02039,2023-03-29,Payment,High,1,2
TKT_007366,CUST_03945,2023-05-12,Product Quality,Low,1,2
TKT_007367,CUST_02808,2022-04-07,App Issue,Medium,5,
TKT_007368,CUST_02925,2024-06-18,App Issue,Medium,1,5
TKT_007369,CUST_03602,2022-08-23,Delivery,High,5,3
TKT_007370,CUST_01416,2023-04-28,Product Quality,Medium,3,4
TKT_007371,CUST_01074,2023-12-26,Other,High,5,4
TKT_007372,CUST_03239,2023-06-06,Other,Low,7,3
TKT_007373,CUST_02991,2023-05-18,Return,High,5,5
TKT_007374,CUST_01684,2022-04-27,App Issue,Low,3,4
TKT_007375,CUST_00451,2023-10-08,Account,High,7,3
TKT_007376,CUST_04297,2022-11-27,Delivery,Low,2,5
TKT_007377,CUST_02001,2023-03-31,Account,Low,1,5
TKT_007378,CUST_00157,2023-11-18,App Issue,Medium,7,2
TKT_007379,CUST_02085,2023-02-22,Delivery,High,5,3
TKT_007380,CUST_03507,2023-01-02,Delivery,High,7,4
TKT_007381,CUST_04092,2023-01-27,Product Quality,Medium,3,5
TKT_007382,CUST_04908,2022-05-30,Delivery,Low,3,3
TKT_007383,CUST_04093,2023-08-06,Payment,Low,3,2
TKT_007384,CUST_01746,2023-10-04,Product Quality,Low,1,4
TKT_007385,CUST_04286,2022-05-26,Delivery,Medium,3,5
TKT_007386,CUST_02848,2022-12-25,Return,Medium,5,3
TKT_007387,CUST_04671,2023-12-19,Delivery,Medium,5,4
TKT_007388,CUST_02047,2022-10-19,Account,Low,5,4
TKT_007389,CUST_04391,2022-04-04,Delivery,Low,2,3
TKT_007390,CUST_04555,2023-01-13,Account,High,3,4
TKT_007391,CUST_02920,2023-03-15,Payment,Medium,5,5
TKT_007392,CUST_00886,2022-06-16,Other,Low,1,4
TKT_007393,CUST_03201,2022-06-15,Delivery,Low,7,1
TKT_007394,CUST_04932,2022-07-17,Return,Low,3,5
TKT_007395,CUST_04857,2023-01-16,Other,Medium,3,4
TKT_007396,CUST_00351,2022-11-07,Delivery,High,3,2
TKT_007397,CUST_04631,2023-09-01,Account,High,1,3
TKT_007398,CUST_00086,2022-04-01,Delivery,Low,1,4
TKT_007399,CUST_01081,2023-03-23,Other,Medium,2,4
TKT_007400,CUST_03309,2022-07-26,Product Quality,Medium,2,4
TKT_007401,CUST_02212,2022-06-26,App Issue,High,7,5
TKT_007402,CUST_04685,2022-04-22,App Issue,Low,1,4
TKT_007403,CUST_03277,2023-02-26,Delivery,Medium,3,
TKT_007404,CUST_00680,2022-03-31,App Issue,Medium,7,4
TKT_007405,CUST_04373,2023-06-09,App Issue,Medium,2,5
TKT_007406,CUST_02379,2023-05-07,Account,High,5,3
TKT_007407,CUST_04513,2022-05-01,Delivery,Medium,1,2
TKT_007408,CUST_01847,2022-11-12,Payment,Medium,,3
TKT_007409,CUST_00392,2022-01-15,Other,High,1,4
TKT_007410,CUST_02011,2023-02-17,Return,Medium,2,5
TKT_007411,CUST_03431,2023-04-08,Return,Low,3,5
TKT_007412,CUST_03943,2022-08-20,Account,Low,2,5
TKT_007413,CUST_01098,2022-10-28,Delivery,Low,,4
TKT_007414,CUST_04115,2022-02-02,Payment,Medium,2,4
